LONGITUDE,LATITUDE,FLT_PLAN_ID
-95.33333333,29.98333333,FP_00060
-93.1,30.13333333,FP_00060
-91.3,30.48333333,FP_00060
-90.46666667,31.18333333,FP_00060
-83.31666667,33.95,FP_00060
-82.15,34.25,FP_00060
-77.01666667,36.71666667,FP_00060
-75.51666667,38.35,FP_00060
-75.11666667,39.3,FP_00060
-73.53333333,40.8,FP_00060
-72.9,41.23333333,FP_00060
-71.11666667,41.85,FP_00060
-71.0,42.36666667,FP_00060
-95.33333333,29.98333333,FP_00061
-90.95,30.11666667,FP_00061
-88.36666667,30.73333333,FP_00061
-86.31666667,32.21666667,FP_00061
-81.05,33.85,FP_00061
-78.78333333,35.86666667,FP_00061
-77.01666667,36.71666667,FP_00061
-75.51666667,38.35,FP_00061
-75.11666667,39.3,FP_00061
-73.53333333,40.8,FP_00061
-72.9,41.23333333,FP_00061
-71.11666667,41.85,FP_00061
-71.0,42.36666667,FP_00061
-95.33333333,29.98333333,FP_00062
-95.96666667,31.11666667,FP_00062
-96.21666667,32.18333333,FP_00062
-96.23333333,33.53333333,FP_00062
-98.0,35.8,FP_00062
-94.48333333,38.26666667,FP_00062
-92.6,40.13333333,FP_00062
-90.63333333,41.31666667,FP_00062
-88.31666667,41.55,FP_00062
-86.11666667,42.15,FP_00062
-83.6,42.41666667,FP_00062
-79.11666667,42.18333333,FP_00062
-73.8,42.75,FP_00062
-71.03333333,42.45,FP_00062
-70.95,42.26666667,FP_00062
-71.0,42.36666667,FP_00062
-95.33333333,29.98333333,FP_00063
-92.75,33.25,FP_00063
-89.98333333,35.01666667,FP_00063
-84.05,36.95,FP_00063
-81.11666667,37.78333333,FP_00063
-78.15,38.01666667,FP_00063
-76.06666667,39.05,FP_00063
-74.11666667,40.55,FP_00063
-73.76666667,40.63333333,FP_00063
-72.9,41.23333333,FP_00063
-71.11666667,41.85,FP_00063
-71.0,42.36666667,FP_00063
-95.33333333,29.98333333,FP_00064
-93.18333333,32.7,FP_00064
-92.03333333,32.51666667,FP_00064
-86.31666667,32.21666667,FP_00064
-84.16666667,33.65,FP_00064
-82.15,34.25,FP_00064
-77.01666667,36.71666667,FP_00064
-75.51666667,38.35,FP_00064
-75.11666667,39.3,FP_00064
-73.53333333,40.8,FP_00064
-72.9,41.23333333,FP_00064
-71.11666667,41.85,FP_00064
-71.0,42.36666667,FP_00064
-95.33333333,29.98333333,FP_00065
-90.95,30.11666667,FP_00065
-88.36666667,30.73333333,FP_00065
-86.31666667,32.21666667,FP_00065
-83.31666667,33.95,FP_00065
-77.01666667,36.71666667,FP_00065
-75.51666667,38.35,FP_00065
-75.11666667,39.3,FP_00065
-73.53333333,40.8,FP_00065
-72.9,41.23333333,FP_00065
-71.11666667,41.85,FP_00065
-71.0,42.36666667,FP_00065
-95.33333333,29.98333333,FP_00066
-94.65,31.25,FP_00066
-90.23333333,37.66666667,FP_00066
-86.36666667,39.81666667,FP_00066
-82.16666667,41.35,FP_00066
-79.11666667,42.18333333,FP_00066
-73.8,42.75,FP_00066
-71.03333333,42.45,FP_00066
-70.95,42.26666667,FP_00066
-71.0,42.36666667,FP_00066
-95.33333333,29.98333333,FP_00067
-90.95,30.11666667,FP_00067
-88.36666667,30.73333333,FP_00067
-86.31666667,32.21666667,FP_00067
-83.31666667,33.95,FP_00067
-82.15,34.25,FP_00067
-81.93333333,35.03333333,FP_00067
-78.78333333,35.86666667,FP_00067
-77.01666667,36.71666667,FP_00067
-75.51666667,38.35,FP_00067
-75.11666667,39.3,FP_00067
-73.53333333,40.8,FP_00067
-72.9,41.23333333,FP_00067
-71.11666667,41.85,FP_00067
-71.0,42.36666667,FP_00067
-95.33333333,29.98333333,FP_00068
-94.41666667,31.18333333,FP_00068
-92.5,31.25,FP_00068
-85.58333333,38.1,FP_00068
-84.31666667,38.65,FP_00068
-80.21666667,40.81666667,FP_00068
-78.65,42.93333333,FP_00068
-73.8,42.75,FP_00068
-71.03333333,42.45,FP_00068
-70.95,42.26666667,FP_00068
-71.0,42.36666667,FP_00068
-95.33333333,29.98333333,FP_00069
-90.95,30.11666667,FP_00069
-88.36666667,30.73333333,FP_00069
-86.31666667,32.21666667,FP_00069
-77.01666667,36.71666667,FP_00069
-75.51666667,38.35,FP_00069
-75.11666667,39.3,FP_00069
-73.53333333,40.8,FP_00069
-72.9,41.23333333,FP_00069
-71.11666667,41.85,FP_00069
-71.0,42.36666667,FP_00069
-95.33333333,29.98333333,FP_00070
-93.1,30.13333333,FP_00070
-91.3,30.48333333,FP_00070
-86.9,33.66666667,FP_00070
-83.9,35.9,FP_00070
-81.76666667,38.35,FP_00070
-78.0,40.91666667,FP_00070
-73.8,42.75,FP_00070
-70.96666667,42.43333333,FP_00070
-71.0,42.36666667,FP_00070
-95.33333333,29.98333333,FP_00071
-93.1,30.13333333,FP_00071
-88.48333333,31.1,FP_00071
-83.31666667,33.95,FP_00071
-81.93333333,35.03333333,FP_00071
-79.01666667,36.68333333,FP_00071
-77.83333333,37.53333333,FP_00071
-76.4,38.28333333,FP_00071
-75.51666667,38.35,FP_00071
-75.11666667,39.3,FP_00071
-73.53333333,40.8,FP_00071
-72.9,41.23333333,FP_00071
-71.11666667,41.85,FP_00071
-71.0,42.36666667,FP_00071
-95.33333333,29.98333333,FP_00072
-93.1,30.13333333,FP_00072
-88.48333333,31.1,FP_00072
-86.31666667,32.21666667,FP_00072
-79.65,34.23333333,FP_00072
-76.2,36.9,FP_00072
-75.11666667,39.3,FP_00072
-73.53333333,40.8,FP_00072
-72.9,41.23333333,FP_00072
-71.11666667,41.85,FP_00072
-71.0,42.36666667,FP_00072
-95.33333333,29.98333333,FP_00073
-94.65,31.25,FP_00073
-92.18333333,34.68333333,FP_00073
-90.48333333,38.86666667,FP_00073
-85.18333333,40.98333333,FP_00073
-83.45,42.05,FP_00073
-78.65,42.93333333,FP_00073
-73.8,42.75,FP_00073
-71.03333333,42.45,FP_00073
-70.95,42.26666667,FP_00073
-71.0,42.36666667,FP_00073
-95.33333333,29.98333333,FP_00074
-95.96666667,31.11666667,FP_00074
-96.21666667,32.18333333,FP_00074
-96.23333333,33.53333333,FP_00074
-95.78333333,36.2,FP_00074
-93.33333333,37.35,FP_00074
-87.76666667,37.93333333,FP_00074
-83.61666667,40.53333333,FP_00074
-82.16666667,41.35,FP_00074
-79.11666667,42.18333333,FP_00074
-73.8,42.75,FP_00074
-71.03333333,42.45,FP_00074
-70.95,42.26666667,FP_00074
-71.0,42.36666667,FP_00074
-95.33333333,29.98333333,FP_00075
-93.1,30.13333333,FP_00075
-91.3,30.48333333,FP_00075
-87.56666667,33.23333333,FP_00075
-83.9,35.9,FP_00075
-83.43333333,36.63333333,FP_00075
-81.76666667,38.35,FP_00075
-78.83333333,40.31666667,FP_00075
-73.8,42.75,FP_00075
-70.96666667,42.43333333,FP_00075
-71.0,42.36666667,FP_00075
-95.33333333,29.98333333,FP_00076
-92.75,33.25,FP_00076
-86.9,33.66666667,FP_00076
-83.9,35.9,FP_00076
-81.11666667,37.78333333,FP_00076
-75.6,39.68333333,FP_00076
-74.5,40.2,FP_00076
-74.11666667,40.55,FP_00076
-73.76666667,40.63333333,FP_00076
-72.9,41.23333333,FP_00076
-71.11666667,41.85,FP_00076
-71.0,42.36666667,FP_00076
-95.33333333,29.98333333,FP_00077
-93.16666667,32.73333333,FP_00077
-92.03333333,32.51666667,FP_00077
-90.16666667,32.5,FP_00077
-87.76666667,37.93333333,FP_00077
-83.61666667,40.53333333,FP_00077
-82.16666667,41.35,FP_00077
-79.11666667,42.18333333,FP_00077
-73.8,42.75,FP_00077
-71.03333333,42.45,FP_00077
-70.95,42.26666667,FP_00077
-71.0,42.36666667,FP_00077
-95.33333333,29.98333333,FP_00078
-92.75,33.25,FP_00078
-88.9,34.63333333,FP_00078
-86.68333333,36.13333333,FP_00078
-81.11666667,37.78333333,FP_00078
-78.15,38.01666667,FP_00078
-76.06666667,39.05,FP_00078
-74.11666667,40.55,FP_00078
-73.76666667,40.63333333,FP_00078
-72.9,41.23333333,FP_00078
-71.11666667,41.85,FP_00078
-71.0,42.36666667,FP_00078
-95.33333333,29.98333333,FP_00079
-94.35,29.0,FP_00079
-91.23333333,28.98333333,FP_00079
-90.1,29.18333333,FP_00079
-88.36666667,30.73333333,FP_00079
-86.9,33.66666667,FP_00079
-83.9,35.9,FP_00079
-81.11666667,37.78333333,FP_00079
-78.15,38.01666667,FP_00079
-76.06666667,39.05,FP_00079
-74.11666667,40.55,FP_00079
-73.76666667,40.63333333,FP_00079
-72.9,41.23333333,FP_00079
-71.11666667,41.85,FP_00079
-71.0,42.36666667,FP_00079
-95.33333333,29.98333333,FP_00080
-92.75,33.25,FP_00080
-89.98333333,35.01666667,FP_00080
-86.45,36.93333333,FP_00080
-82.03333333,38.75,FP_00080
-77.43333333,41.16666667,FP_00080
-73.8,42.75,FP_00080
-71.03333333,42.45,FP_00080
-70.95,42.26666667,FP_00080
-71.0,42.36666667,FP_00080
-95.33333333,29.98333333,FP_00081
-93.1,30.13333333,FP_00081
-91.3,30.48333333,FP_00081
-90.46666667,31.18333333,FP_00081
-89.98333333,35.01666667,FP_00081
-87.76666667,37.93333333,FP_00081
-83.61666667,40.53333333,FP_00081
-82.16666667,41.35,FP_00081
-79.11666667,42.18333333,FP_00081
-73.8,42.75,FP_00081
-71.03333333,42.45,FP_00081
-70.95,42.26666667,FP_00081
-71.0,42.36666667,FP_00081
-95.33333333,29.98333333,FP_00082
-90.95,30.11666667,FP_00082
-88.36666667,30.73333333,FP_00082
-86.31666667,32.21666667,FP_00082
-83.31666667,33.95,FP_00082
-82.15,34.25,FP_00082
-78.78333333,35.86666667,FP_00082
-77.31666667,37.5,FP_00082
-76.65,37.96666667,FP_00082
-76.4,38.28333333,FP_00082
-75.51666667,38.35,FP_00082
-75.11666667,39.3,FP_00082
-73.53333333,40.8,FP_00082
-72.9,41.23333333,FP_00082
-71.11666667,41.85,FP_00082
-71.0,42.36666667,FP_00082
-95.33333333,29.98333333,FP_00083
-90.95,30.11666667,FP_00083
-88.36666667,30.73333333,FP_00083
-86.31666667,32.21666667,FP_00083
-86.9,33.66666667,FP_00083
-84.43333333,33.63333333,FP_00083
-82.15,34.25,FP_00083
-77.01666667,36.71666667,FP_00083
-75.51666667,38.35,FP_00083
-75.11666667,39.3,FP_00083
-73.53333333,40.8,FP_00083
-72.9,41.23333333,FP_00083
-71.11666667,41.85,FP_00083
-71.0,42.36666667,FP_00083
-95.33333333,29.98333333,FP_00084
-93.1,30.13333333,FP_00084
-88.48333333,31.1,FP_00084
-86.31666667,32.21666667,FP_00084
-77.83333333,37.53333333,FP_00084
-76.4,38.28333333,FP_00084
-75.51666667,38.35,FP_00084
-75.11666667,39.3,FP_00084
-73.53333333,40.8,FP_00084
-72.9,41.23333333,FP_00084
-71.11666667,41.85,FP_00084
-71.0,42.36666667,FP_00084
-95.33333333,29.98333333,FP_00085
-93.1,30.13333333,FP_00085
-88.48333333,31.1,FP_00085
-80.95,35.18333333,FP_00085
-78.78333333,35.86666667,FP_00085
-77.01666667,36.71666667,FP_00085
-75.51666667,38.35,FP_00085
-75.11666667,39.3,FP_00085
-73.53333333,40.8,FP_00085
-72.9,41.23333333,FP_00085
-71.11666667,41.85,FP_00085
-71.0,42.36666667,FP_00085
-95.33333333,29.98333333,FP_00086
-96.38333333,32.18333333,FP_00086
-97.18333333,32.88333333,FP_00086
-95.78333333,34.85,FP_00086
-94.11666667,36.25,FP_00086
-90.23333333,37.66666667,FP_00086
-86.36666667,39.81666667,FP_00086
-84.05,40.28333333,FP_00086
-82.16666667,41.35,FP_00086
-79.11666667,42.18333333,FP_00086
-73.8,42.75,FP_00086
-71.03333333,42.45,FP_00086
-70.95,42.26666667,FP_00086
-71.0,42.36666667,FP_00086
-95.33333333,29.98333333,FP_00087
-96.38333333,32.18333333,FP_00087
-97.18333333,32.88333333,FP_00087
-87.08333333,38.36666667,FP_00087
-82.55,41.13333333,FP_00087
-82.16666667,41.35,FP_00087
-79.11666667,42.18333333,FP_00087
-73.8,42.75,FP_00087
-71.03333333,42.45,FP_00087
-70.95,42.26666667,FP_00087
-71.0,42.36666667,FP_00087
-95.33333333,29.98333333,FP_00088
-90.95,30.11666667,FP_00088
-88.36666667,30.73333333,FP_00088
-87.58333333,31.3,FP_00088
-83.65,32.68333333,FP_00088
-81.93333333,35.03333333,FP_00088
-79.01666667,36.68333333,FP_00088
-77.31666667,37.5,FP_00088
-76.71666667,37.45,FP_00088
-75.51666667,38.35,FP_00088
-75.11666667,39.3,FP_00088
-73.53333333,40.8,FP_00088
-72.9,41.23333333,FP_00088
-71.11666667,41.85,FP_00088
-71.0,42.36666667,FP_00088
-95.33333333,29.98333333,FP_00089
-95.96666667,31.11666667,FP_00089
-96.21666667,32.18333333,FP_00089
-96.23333333,33.53333333,FP_00089
-94.26666667,35.38333333,FP_00089
-87.76666667,37.93333333,FP_00089
-83.61666667,40.53333333,FP_00089
-82.16666667,41.35,FP_00089
-79.11666667,42.18333333,FP_00089
-73.8,42.75,FP_00089
-70.96666667,42.43333333,FP_00089
-71.0,42.36666667,FP_00089
-95.33333333,29.98333333,FP_00090
-93.1,30.13333333,FP_00090
-88.48333333,31.1,FP_00090
-83.31666667,33.95,FP_00090
-81.93333333,35.03333333,FP_00090
-76.4,38.28333333,FP_00090
-75.51666667,38.35,FP_00090
-75.11666667,39.3,FP_00090
-73.53333333,40.8,FP_00090
-72.9,41.23333333,FP_00090
-71.11666667,41.85,FP_00090
-71.0,42.36666667,FP_00090
-98.46666667,29.53333333,FP_00091
-96.7,29.6,FP_00091
-96.16666667,29.55,FP_00091
-95.33333333,29.98333333,FP_00091
-95.33333333,29.98333333,FP_00092
-94.65,31.25,FP_00092
-92.18333333,34.68333333,FP_00092
-87.76666667,37.93333333,FP_00092
-83.61666667,40.53333333,FP_00092
-82.16666667,41.35,FP_00092
-79.11666667,42.18333333,FP_00092
-73.8,42.75,FP_00092
-71.03333333,42.45,FP_00092
-70.95,42.26666667,FP_00092
-71.0,42.36666667,FP_00092
-95.33333333,29.98333333,FP_00093
-92.75,33.25,FP_00093
-89.98333333,35.01666667,FP_00093
-84.05,36.95,FP_00093
-81.11666667,37.78333333,FP_00093
-78.15,38.01666667,FP_00093
-76.06666667,39.05,FP_00093
-74.11666667,40.55,FP_00093
-71.78333333,40.88333333,FP_00093
-70.56666667,41.16666667,FP_00093
-70.03333333,42.01666667,FP_00093
-70.1,42.65,FP_00093
-71.0,42.36666667,FP_00093
-95.33333333,29.98333333,FP_00094
-93.1,30.13333333,FP_00094
-91.3,30.48333333,FP_00094
-89.6,31.28333333,FP_00094
-88.8,32.38333333,FP_00094
-86.95,33.23333333,FP_00094
-84.43333333,33.63333333,FP_00094
-82.15,34.25,FP_00094
-77.01666667,36.71666667,FP_00094
-75.51666667,38.35,FP_00094
-75.11666667,39.3,FP_00094
-73.53333333,40.8,FP_00094
-72.9,41.23333333,FP_00094
-71.11666667,41.85,FP_00094
-71.0,42.36666667,FP_00094
-95.33333333,29.98333333,FP_00095
-94.65,31.25,FP_00095
-92.18333333,34.68333333,FP_00095
-90.48333333,38.86666667,FP_00095
-88.73333333,40.81666667,FP_00095
-88.31666667,41.55,FP_00095
-83.45,42.05,FP_00095
-79.11666667,42.18333333,FP_00095
-73.8,42.75,FP_00095
-71.03333333,42.45,FP_00095
-70.95,42.26666667,FP_00095
-71.0,42.36666667,FP_00095
-95.33333333,29.98333333,FP_00096
-94.65,31.25,FP_00096
-92.18333333,34.68333333,FP_00096
-89.01666667,37.75,FP_00096
-86.36666667,39.81666667,FP_00096
-82.16666667,41.35,FP_00096
-79.11666667,42.18333333,FP_00096
-73.8,42.75,FP_00096
-71.03333333,42.45,FP_00096
-70.95,42.26666667,FP_00096
-71.0,42.36666667,FP_00096
-95.33333333,29.98333333,FP_00097
-95.96666667,31.11666667,FP_00097
-96.21666667,32.18333333,FP_00097
-96.23333333,33.53333333,FP_00097
-94.26666667,35.38333333,FP_00097
-90.23333333,37.66666667,FP_00097
-83.45,42.05,FP_00097
-78.65,42.93333333,FP_00097
-73.8,42.75,FP_00097
-71.03333333,42.45,FP_00097
-70.95,42.26666667,FP_00097
-71.0,42.36666667,FP_00097
-95.33333333,29.98333333,FP_00098
-90.95,30.11666667,FP_00098
-88.36666667,30.73333333,FP_00098
-78.15,38.01666667,FP_00098
-76.06666667,39.05,FP_00098
-74.11666667,40.55,FP_00098
-73.76666667,40.63333333,FP_00098
-72.9,41.23333333,FP_00098
-71.11666667,41.85,FP_00098
-71.0,42.36666667,FP_00098
-95.33333333,29.98333333,FP_00099
-92.75,33.25,FP_00099
-89.98333333,35.01666667,FP_00099
-84.05,36.95,FP_00099
-82.13333333,37.5,FP_00099
-81.76666667,38.35,FP_00099
-78.0,40.91666667,FP_00099
-73.8,42.75,FP_00099
-71.03333333,42.45,FP_00099
-70.95,42.26666667,FP_00099
-71.0,42.36666667,FP_00099
-95.33333333,29.98333333,FP_00100
-92.75,33.25,FP_00100
-89.98333333,35.01666667,FP_00100
-84.05,36.95,FP_00100
-81.11666667,37.78333333,FP_00100
-78.15,38.01666667,FP_00100
-76.06666667,39.05,FP_00100
-74.11666667,40.55,FP_00100
-71.78333333,40.88333333,FP_00100
-70.56666667,41.16666667,FP_00100
-70.03333333,42.01666667,FP_00100
-70.1,42.65,FP_00100
-71.0,42.36666667,FP_00100
-95.33333333,29.98333333,FP_00101
-92.75,33.25,FP_00101
-74.5,40.2,FP_00101
-74.11666667,40.55,FP_00101
-73.76666667,40.63333333,FP_00101
-72.9,41.23333333,FP_00101
-71.11666667,41.85,FP_00101
-71.0,42.36666667,FP_00101
-95.33333333,29.98333333,FP_00102
-93.1,30.13333333,FP_00102
-91.3,30.48333333,FP_00102
-86.31666667,32.21666667,FP_00102
-78.15,38.01666667,FP_00102
-76.06666667,39.05,FP_00102
-74.11666667,40.55,FP_00102
-73.76666667,40.63333333,FP_00102
-72.9,41.23333333,FP_00102
-71.11666667,41.85,FP_00102
-71.0,42.36666667,FP_00102
-95.33333333,29.98333333,FP_00103
-92.75,33.25,FP_00103
-89.98333333,35.01666667,FP_00103
-87.76666667,37.93333333,FP_00103
-83.61666667,40.53333333,FP_00103
-82.16666667,41.35,FP_00103
-79.11666667,42.18333333,FP_00103
-73.8,42.75,FP_00103
-70.96666667,42.43333333,FP_00103
-71.0,42.36666667,FP_00103
-95.33333333,29.98333333,FP_00104
-94.65,31.25,FP_00104
-92.18333333,34.68333333,FP_00104
-87.76666667,37.93333333,FP_00104
-83.61666667,40.53333333,FP_00104
-82.16666667,41.35,FP_00104
-79.11666667,42.18333333,FP_00104
-73.8,42.75,FP_00104
-70.96666667,42.43333333,FP_00104
-71.0,42.36666667,FP_00104
-95.33333333,29.98333333,FP_00105
-93.1,30.13333333,FP_00105
-88.48333333,31.1,FP_00105
-86.31666667,32.21666667,FP_00105
-84.43333333,33.63333333,FP_00105
-79.98333333,36.05,FP_00105
-77.83333333,37.53333333,FP_00105
-76.4,38.28333333,FP_00105
-75.51666667,38.35,FP_00105
-75.11666667,39.3,FP_00105
-73.53333333,40.8,FP_00105
-72.9,41.23333333,FP_00105
-71.11666667,41.85,FP_00105
-71.0,42.36666667,FP_00105
-95.33333333,29.98333333,FP_00106
-93.1,30.13333333,FP_00106
-86.31666667,32.21666667,FP_00106
-77.01666667,36.71666667,FP_00106
-75.51666667,38.35,FP_00106
-75.11666667,39.3,FP_00106
-73.53333333,40.8,FP_00106
-72.9,41.23333333,FP_00106
-71.11666667,41.85,FP_00106
-71.0,42.36666667,FP_00106
-95.33333333,29.98333333,FP_00107
-92.75,33.25,FP_00107
-90.28333333,34.13333333,FP_00107
-83.9,35.9,FP_00107
-77.36666667,38.4,FP_00107
-76.06666667,39.05,FP_00107
-74.11666667,40.55,FP_00107
-73.76666667,40.63333333,FP_00107
-72.9,41.23333333,FP_00107
-71.11666667,41.85,FP_00107
-71.0,42.36666667,FP_00107
-95.33333333,29.98333333,FP_00108
-93.16666667,32.73333333,FP_00108
-92.03333333,32.51666667,FP_00108
-88.8,32.38333333,FP_00108
-86.31666667,32.21666667,FP_00108
-84.16666667,33.65,FP_00108
-82.15,34.25,FP_00108
-77.01666667,36.71666667,FP_00108
-75.51666667,38.35,FP_00108
-75.11666667,39.3,FP_00108
-73.53333333,40.8,FP_00108
-72.9,41.23333333,FP_00108
-71.11666667,41.85,FP_00108
-71.0,42.36666667,FP_00108
-95.33333333,29.98333333,FP_00109
-94.65,31.25,FP_00109
-92.18333333,34.68333333,FP_00109
-90.48333333,38.86666667,FP_00109
-84.05,40.28333333,FP_00109
-82.16666667,41.35,FP_00109
-79.11666667,42.18333333,FP_00109
-73.8,42.75,FP_00109
-71.03333333,42.45,FP_00109
-70.95,42.26666667,FP_00109
-71.0,42.36666667,FP_00109
-95.33333333,29.98333333,FP_00110
-95.96666667,31.11666667,FP_00110
-96.21666667,32.18333333,FP_00110
-95.36666667,32.88333333,FP_00110
-92.55,34.1,FP_00110
-85.18333333,36.61666667,FP_00110
-81.11666667,37.78333333,FP_00110
-78.15,38.01666667,FP_00110
-76.06666667,39.05,FP_00110
-74.11666667,40.55,FP_00110
-73.76666667,40.63333333,FP_00110
-72.9,41.23333333,FP_00110
-71.11666667,41.85,FP_00110
-71.0,42.36666667,FP_00110
-95.33333333,29.98333333,FP_00111
-94.41666667,31.18333333,FP_00111
-92.5,31.25,FP_00111
-88.8,32.38333333,FP_00111
-88.51666667,33.48333333,FP_00111
-86.68333333,36.13333333,FP_00111
-86.45,36.93333333,FP_00111
-84.31666667,38.65,FP_00111
-80.21666667,40.81666667,FP_00111
-78.65,42.93333333,FP_00111
-73.8,42.75,FP_00111
-71.03333333,42.45,FP_00111
-70.95,42.26666667,FP_00111
-71.0,42.36666667,FP_00111
-95.33333333,29.98333333,FP_00112
-93.1,30.13333333,FP_00112
-88.48333333,31.1,FP_00112
-83.31666667,33.95,FP_00112
-83.3,34.7,FP_00112
-79.1,37.9,FP_00112
-78.15,38.01666667,FP_00112
-76.06666667,39.05,FP_00112
-74.11666667,40.55,FP_00112
-73.76666667,40.63333333,FP_00112
-72.9,41.23333333,FP_00112
-71.11666667,41.85,FP_00112
-71.0,42.36666667,FP_00112
-95.33333333,29.98333333,FP_00113
-95.96666667,31.11666667,FP_00113
-96.21666667,32.18333333,FP_00113
-96.23333333,33.53333333,FP_00113
-95.78333333,34.85,FP_00113
-94.11666667,36.25,FP_00113
-90.48333333,38.86666667,FP_00113
-84.05,40.28333333,FP_00113
-82.16666667,41.35,FP_00113
-79.11666667,42.18333333,FP_00113
-73.8,42.75,FP_00113
-71.03333333,42.45,FP_00113
-70.95,42.26666667,FP_00113
-71.0,42.36666667,FP_00113
-95.33333333,29.98333333,FP_00114
-94.65,31.25,FP_00114
-92.18333333,34.68333333,FP_00114
-89.68333333,39.83333333,FP_00114
-85.55,42.23333333,FP_00114
-79.11666667,42.18333333,FP_00114
-73.8,42.75,FP_00114
-71.03333333,42.45,FP_00114
-70.95,42.26666667,FP_00114
-71.0,42.36666667,FP_00114
-95.33333333,29.98333333,FP_00115
-93.1,30.13333333,FP_00115
-91.3,30.48333333,FP_00115
-87.56666667,33.23333333,FP_00115
-83.9,35.9,FP_00115
-80.71666667,37.08333333,FP_00115
-79.1,37.9,FP_00115
-78.15,38.01666667,FP_00115
-76.06666667,39.05,FP_00115
-74.11666667,40.55,FP_00115
-73.76666667,40.63333333,FP_00115
-72.9,41.23333333,FP_00115
-71.11666667,41.85,FP_00115
-71.0,42.36666667,FP_00115
-95.33333333,29.98333333,FP_00116
-94.65,31.25,FP_00116
-92.18333333,34.68333333,FP_00116
-85.58333333,38.1,FP_00116
-76.93333333,41.88333333,FP_00116
-75.23333333,42.46666667,FP_00116
-73.8,42.75,FP_00116
-71.03333333,42.45,FP_00116
-70.95,42.26666667,FP_00116
-71.0,42.36666667,FP_00116
-95.33333333,29.98333333,FP_00117
-93.1,30.13333333,FP_00117
-91.3,30.48333333,FP_00117
-86.9,33.66666667,FP_00117
-83.9,35.9,FP_00117
-79.1,37.9,FP_00117
-78.15,38.01666667,FP_00117
-76.06666667,39.05,FP_00117
-74.11666667,40.55,FP_00117
-73.76666667,40.63333333,FP_00117
-72.9,41.23333333,FP_00117
-71.11666667,41.85,FP_00117
-71.0,42.36666667,FP_00117
-95.33333333,29.98333333,FP_00118
-92.75,33.25,FP_00118
-86.68333333,36.13333333,FP_00118
-81.11666667,37.78333333,FP_00118
-78.15,38.01666667,FP_00118
-76.06666667,39.05,FP_00118
-74.11666667,40.55,FP_00118
-73.76666667,40.63333333,FP_00118
-72.9,41.23333333,FP_00118
-71.11666667,41.85,FP_00118
-71.0,42.36666667,FP_00118
